"Type","Built","Lot","Bed","Bath","Area","Cost","URLaddress"
"VacantLand",1956,NA,NA,NA,NA,"$300,360","https://www.zillow.com/homedetails/2481-S-150-E-Bountiful-UT-84010/12671915_zpid/"
"SingleFamily",1964,"0.23 Acres",4,3,"2,682","$407,529","https://www.zillow.com/homedetails/737-E-1900-S-Bountiful-UT-84010/12672141_zpid/"
"SingleFamily",2007,"0.18 Acres",4,3,"4,170",NA,"https://www.zillow.com/homedetails/761-E-500-S-Bountiful-UT-84010/12669453_zpid/"
"SingleFamily",1960,"9,583 sqft",3,3,"2,552","$420,746","https://www.zillow.com/homedetails/3063-S-Davis-Blvd-Bountiful-UT-84010/12657697_zpid/"
"SingleFamily",1977,"0.87 Acres",5,5,"4,279","$677,138","https://www.zillow.com/homedetails/1402-E-Maple-Hills-Dr-Bountiful-UT-84010/12673227_zpid/"
"SingleFamily",2018,"7,840 sqft",3,2,"195","$666,557","https://www.zillow.com/homedetails/1141-S-240-E-Centerville-UT-84014/249104309_zpid/"
"Condo",1979,NA,3,2,"1,785","$223,260","https://www.zillow.com/homedetails/314-W-Center-St-APT-61-Bountiful-UT-84010/2134269558_zpid/"
"SingleFamily",1970,"7,840 sqft",4,3,"3,334","$507,063","https://www.zillow.com/homedetails/2335-Elaine-Dr-Bountiful-UT-84010/12672641_zpid/"
"SingleFamily",2004,"9,583 sqft",6,4,"3,732","$641,973","https://www.zillow.com/homedetails/366-E-North-Canyon-Rd-Bountiful-UT-84010/68451876_zpid/"
"Townhouse",1977,"0.01 Acres",3,2,"1,720",NA,"https://www.zillow.com/homedetails/3047-S-Orchard-Dr-W-3A-Bountiful-UT-84010/2072633086_zpid/"
"VacantLand",0,NA,NA,NA,NA,NA,"https://www.zillow.com/homedetails/925-E-Highland-Oaks-Dr-N-106-Bountiful-UT-84010/2072766594_zpid/"
"SingleFamily",1992,"0.40 Acres",4,3,"5,538","$907,258","https://www.zillow.com/homedetails/618-Brentwood-Ln-Bountiful-UT-84010/68430293_zpid/"
NA,NA,NA,NA,NA,NA,"$1,202,878","https://www.zillow.com/homedetails/3299-Sunset-Loop-Rd-Bountiful-UT-84010/68429113_zpid/"
"SingleFamily",1972,"0.50 Acres",4,3,"2,800","$540,158","https://www.zillow.com/homedetails/315-N-800-E-Bountiful-UT-84010/68453328_zpid/"
"SingleFamily",1962,"10,454 sqft",3,1,"1,436","$338,880","https://www.zillow.com/homedetails/2929-S-Davis-Blvd-Bountiful-UT-84010/12671835_zpid/"
"SingleFamily",1972,"0.72 Acres",6,4,"4,574","$748,960","https://www.zillow.com/homedetails/904-E-Millbrook-Way-Bountiful-UT-84010/12670334_zpid/"
"SingleFamily",1968,"0.32 Acres",4,3,"2,797",NA,"https://www.zillow.com/homedetails/1381-E-Millbrook-Way-S-Bountiful-UT-84010/2072640516_zpid/"
NA,NA,NA,3,2,"258","$353,919","https://www.zillow.com/homedetails/150-Orchard-Pines-Loop-Bountiful-UT-84010/122726102_zpid/"
"SingleFamily",1975,"6,534 sqft",5,3,"2,477","$407,338","https://www.zillow.com/homedetails/332-W-250-N-Bountiful-UT-84010/12666074_zpid/"
"SingleFamily",1959,"0.39 Acres",3,2,"2,788","$527,623","https://www.zillow.com/homedetails/949-E-400-N-Bountiful-UT-84010/12667771_zpid/"
"Townhouse",2014,"436 sqft",3,2,"1,689","$355,388","https://www.zillow.com/homedetails/154-E-Orchard-Pine-Loop-Bountiful-UT-84010/122960366_zpid/"
"SingleFamily",1964,"0.39 Acres",4,2,"2,000","$422,173","https://www.zillow.com/homedetails/935-E-400-N-Bountiful-UT-84010/12667770_zpid/"
NA,NA,NA,3,3,"2,206","$435,157","https://www.zillow.com/homedetails/1940-S-High-Pointe-Dr-Bountiful-UT-84010/12673688_zpid/"
"Townhouse",NA,"No Data",3,3,"2,000","$450,025","https://www.zillow.com/homedetails/289-E-290-N-North-Salt-Lake-UT-84054/2085773292_zpid/"
"SingleFamily",1962,"7,405 sqft",4,2,"2,249","$379,824","https://www.zillow.com/homedetails/4053-S-850-W-Bountiful-UT-84010/12658787_zpid/"
"SingleFamily",1993,"0.31 Acres",5,2,"1,954",NA,"https://www.zillow.com/homedetails/879-San-Simeon-Way-Bountiful-UT-84010/12672742_zpid/"
"SingleFamily",1893,"0.52 Acres",3,1,"1,705","$371,008","https://www.zillow.com/homedetails/974-N-Main-St-Bountiful-UT-84010/2088075047_zpid/"
"SingleFamily",1949,"10,018 sqft",4,2,"1,659","$429,682","https://www.zillow.com/homedetails/55-S-200-E-Bountiful-UT-84010/12664971_zpid/"
"SingleFamily",1893,"0.52 Acres",3,1,"1,705","$378,385","https://www.zillow.com/homedetails/974-N-Main-St-Bountiful-UT-84010/250404296_zpid/"
"Townhouse",1999,"435 sqft",3,3,"1,204","$288,298","https://www.zillow.com/homedetails/75-N-Peregrine-Ln-9-Bountiful-UT-84010/68441505_zpid/"
"Condo",1964,NA,2,2,"2,618","$209,515","https://www.zillow.com/homedetails/391-W-400-N-APT-32-Bountiful-UT-84010/12666017_zpid/"
"SingleFamily",2001,"0.75 Acres",3,4,"2,408","$685,982","https://www.zillow.com/homedetails/3931-Huntington-Cir-Bountiful-UT-84010/12659822_zpid/"
"Condo",1984,NA,2,2,"1,322","$269,095","https://www.zillow.com/homedetails/650-S-Main-St-APT-8205-Bountiful-UT-84010/12667384_zpid/"
"SingleFamily",2003,"1.21 Acres",4,6,"3,827","$1,774,364","https://www.zillow.com/homedetails/1723-S-Stone-Ridge-Cir-Bountiful-UT-84010/12673786_zpid/"
"Townhouse",1973,"0.60 Acres",1,1,"800","$223,672","https://www.zillow.com/homedetails/3051-Orchard-Dr-Bountiful-UT-84010/12659682_zpid/"
"SingleFamily",1980,"0.33 Acres",5,4,"3,112","$694,964","https://www.zillow.com/homedetails/2917-S-Oakwood-Dr-Bountiful-UT-84010/12673068_zpid/"
"SingleFamily",1960,"0.25 Acres",5,2,"2,568","$466,486","https://www.zillow.com/homedetails/12-W-3500-S-Bountiful-UT-84010/12657787_zpid/"
"SingleFamily",1976,"0.27 Acres",5,2,"2,712","$527,168","https://www.zillow.com/homedetails/131-W-3500-S-Bountiful-UT-84010/12657619_zpid/"
"SingleFamily",1961,"7,405 sqft",3,2,"2,270","$375,943","https://www.zillow.com/homedetails/120-W-Center-St-Bountiful-UT-84010/12664853_zpid/"
"SingleFamily",1961,"0.17 Acres",3,2,"2,270",NA,"https://www.zillow.com/homedetails/120-W-Center-St-S-Bountiful-UT-84010/2072640357_zpid/"
NA,NA,NA,3,2,"150","$354,342","https://www.zillow.com/homedetails/204-W-Lyman-Ln-Bountiful-UT-84010/68447046_zpid/"
"SingleFamily",1977,"9,583 sqft",5,3,"2,696","$510,860","https://www.zillow.com/homedetails/2246-S-750-E-Bountiful-UT-84010/12672300_zpid/"
"SingleFamily",1972,"0.30 Acres",4,2,"3,016","$566,941","https://www.zillow.com/homedetails/1411-S-1500-E-Bountiful-UT-84010/12669292_zpid/"
"SingleFamily",1999,"5,662 sqft",5,4,"3,080","$563,587","https://www.zillow.com/homedetails/965-Barton-Ct-Bountiful-UT-84010/12670760_zpid/"
"SingleFamily",1933,"9,147 sqft",3,2,"1,659","$411,512","https://www.zillow.com/homedetails/404-S-100-W-Bountiful-UT-84010/12665063_zpid/"
"SingleFamily",1948,"8,712 sqft",3,1,"1,207","$330,873","https://www.zillow.com/homedetails/333-W-150-S-Bountiful-UT-84010/12664606_zpid/"
"Townhouse",1994,"0.01 Acres",5,3,"2,296","$374,099","https://www.zillow.com/homedetails/499-N-200-W-UNIT-40-Bountiful-UT-84010/68429945_zpid/"
"SingleFamily",1992,"0.29 Acres",5,4,"4,022","$671,058","https://www.zillow.com/homedetails/3507-S-Huntington-Dr-Bountiful-UT-84010/12659953_zpid/"
"SingleFamily",1999,"1.13 Acres",6,6,"9,004","$1,854,098","https://www.zillow.com/homedetails/1160-E-Sunset-Hollow-Dr-Bountiful-UT-84010/12660388_zpid/"
"SingleFamily",1958,"10,018 sqft",4,2,"2,490","$469,173","https://www.zillow.com/homedetails/20-S-1150-E-Bountiful-UT-84010/12668781_zpid/"
"Condo",1973,NA,2,1,"925","$192,560","https://www.zillow.com/homedetails/314-W-Center-St-APT-111-Bountiful-UT-84010/2112843274_zpid/"
"Condo",1974,NA,3,4,"2,440","$293,646","https://www.zillow.com/homedetails/1950-S-200-W-APT-8-Bountiful-UT-84010/2088382206_zpid/"
"SingleFamily",1956,"9,147 sqft",4,1,"1,644","$359,080","https://www.zillow.com/homedetails/1945-S-West-50-Bountiful-UT-84010/12671162_zpid/"
"SingleFamily",1949,"0.31 Acres",3,2,"1,186","$289,259","https://www.zillow.com/homedetails/2777-S-300-W-Bountiful-UT-84010/12670952_zpid/"
"Townhouse",1984,"435 sqft",3,3,"1,632","$318,671","https://www.zillow.com/homedetails/146-E-100-S-APT-2-Bountiful-UT-84010/89197409_zpid/"
"SingleFamily",1984,"435 sqft",3,2,"1,322","$275,579","https://www.zillow.com/homedetails/650-S-Main-St-APT-7206-Bountiful-UT-84010/12667250_zpid/"
"SingleFamily",2008,"0.65 Acres",6,6,"7,135","$1,332,546","https://www.zillow.com/homedetails/784-S-Canyon-Crest-Dr-Bountiful-UT-84010/61787155_zpid/"
"SingleFamily",1967,"9,583 sqft",4,3,"2,284","$460,629","https://www.zillow.com/homedetails/1993-S-675-E-Bountiful-UT-84010/12672183_zpid/"
"SingleFamily",1980,"0.44 Acres",5,3,"3,600","$629,555","https://www.zillow.com/homedetails/2798-S-Oakwood-Dr-Bountiful-UT-84010/12673081_zpid/"
"SingleFamily",1974,"10,454 sqft",4,3,"2,400","$466,147","https://www.zillow.com/homedetails/3433-S-350-W-Bountiful-UT-84010/12657492_zpid/"
"SingleFamily",1989,"0.48 Acres",4,3,"3,512","$672,234","https://www.zillow.com/homedetails/932-Northridge-Dr-Bountiful-UT-84010/12668330_zpid/"
"Townhouse",2000,"0.01 Acres",3,3,"1,204","$305,940","https://www.zillow.com/homedetails/105-N-Peregrine-Ln-18-Bountiful-UT-84010/68441513_zpid/"
"SingleFamily",1998,"0.34 Acres",5,3,"5,387","$760,913","https://www.zillow.com/homedetails/902-E-Windsor-Ln-Bountiful-UT-84010/12659574_zpid/"
"Condo",1965,NA,3,2,"151","$266,987","https://www.zillow.com/homedetails/401-W-400-N-APT-49-Bountiful-UT-84010/12666034_zpid/"
"SingleFamily",1954,"0.21 Acres",4,2,"2,120","$393,715","https://www.zillow.com/homedetails/104-W-1950-S-Bountiful-UT-84010/12671203_zpid/"
"SingleFamily",1968,"9,147 sqft",5,4,"3,577","$487,251","https://www.zillow.com/homedetails/38-E-3300-S-Bountiful-UT-84010/12658403_zpid/"
"SingleFamily",1960,"0.30 Acres",6,3,"2,645","$459,217","https://www.zillow.com/homedetails/591-W-3100-S-Bountiful-UT-84010/12658467_zpid/"
"SingleFamily",2007,"0.39 Acres",6,5,"6,081","$906,934","https://www.zillow.com/homedetails/2387-S-Pheasant-Way-Bountiful-UT-84010/79770877_zpid/"
"Condo",1973,NA,2,2,"1,128","$243,418","https://www.zillow.com/homedetails/278-E-Peach-Ln-N-Bountiful-UT-84010/2073103038_zpid/"
"Condo",1974,NA,2,2,"1,068","$207,007","https://www.zillow.com/homedetails/290-N-500-W-APT-301-Bountiful-UT-84010/68430017_zpid/"
"SingleFamily",1955,"9,147 sqft",3,2,"1,382","$360,927","https://www.zillow.com/homedetails/268-W-1300-N-Bountiful-UT-84010/12664144_zpid/"
"SingleFamily",1963,"8,712 sqft",3,3,"2,231","$425,747","https://www.zillow.com/homedetails/956-E-400-N-Bountiful-UT-84010/12668429_zpid/"
"SingleFamily",1965,"0.26 Acres",5,2,"2,150","$427,961","https://www.zillow.com/homedetails/2897-S-West-450-Bountiful-UT-84010/12671649_zpid/"
"SingleFamily",1950,"10,018 sqft",4,2,"1,800","$367,779","https://www.zillow.com/homedetails/220-E-1000-S-Bountiful-UT-84010/12666591_zpid/"
"SingleFamily",1950,"0.27 Acres",4,4,"2,600","$541,762","https://www.zillow.com/homedetails/1226-S-400-E-Bountiful-UT-84010/12669975_zpid/"
"Townhouse",2018,"0.02 Acres",4,4,"2,106","$434,305","https://www.zillow.com/homedetails/243-E-330-N-North-Salt-Lake-UT-84054/249102545_zpid/"
"SingleFamily",1955,"0.25 Acres",5,3,"2,600","$464,707","https://www.zillow.com/homedetails/502-E-250-N-Bountiful-UT-84010/12668467_zpid/"
"SingleFamily",1964,"10,454 sqft",5,3,"2,400","$408,460","https://www.zillow.com/homedetails/613-E-1800-S-Bountiful-UT-84010/12670218_zpid/"
"Condo",1976,NA,3,3,"2,402","$463,911","https://www.zillow.com/homedetails/2159-S-Ridgewood-Way-E-34-Bountiful-UT-84010/2073103374_zpid/"
"SingleFamily",2011,"9,147 sqft",4,4,"3,107","$579,675","https://www.zillow.com/homedetails/188-S-300-E-Bountiful-UT-84010/116207162_zpid/"
"SingleFamily",1972,"9,583 sqft",5,3,"3,269","$566,358","https://www.zillow.com/homedetails/771-E-Emerald-Hills-Dr-Bountiful-UT-84010/12670250_zpid/"
"Townhouse",2014,"1,306 sqft",3,2,"1,730","$337,095","https://www.zillow.com/homedetails/161-E-Orchard-Pine-Loop-Bountiful-UT-84010/124781890_zpid/"
"VacantLand",2018,NA,NA,NA,NA,NA,"https://www.zillow.com/homedetails/3991-Mountain-Oaks-Dr-Bountiful-UT-84010/122960397_zpid/"
"Townhouse",2014,"0.03 Acres",3,3,"1,730","$381,944","https://www.zillow.com/homedetails/161-E-Orchard-Pine-Loop-S-45-Bountiful-UT-84010/2073102443_zpid/"
"SingleFamily",1959,"0.25 Acres",NA,NA,"1,170",NA,"https://www.zillow.com/homedetails/184-E-3000-S-Bountiful-UT-84010/12671928_zpid/"
"SingleFamily",2003,"9,583 sqft",5,3,"3,510","$640,480","https://www.zillow.com/homedetails/2601-S-Davis-Blvd-Bountiful-UT-84010/68443403_zpid/"
"SingleFamily",1955,"9,583 sqft",5,2,"2,256","$458,068","https://www.zillow.com/homedetails/930-N-650-E-Bountiful-UT-84010/12667983_zpid/"
"SingleFamily",1996,"0.21 Acres",4,3,"1,866","$448,734","https://www.zillow.com/homedetails/138-W-1500-N-Bountiful-UT-84010/68429987_zpid/"
"Condo",1965,NA,2,3,"2,618","$275,104","https://www.zillow.com/homedetails/389-W-400-N-APT-27-Bountiful-UT-84010/12666012_zpid/"
NA,NA,NA,3,2,"2,810","$763,085","https://www.zillow.com/homedetails/1207-E-Canyon-Creek-Dr-Bountiful-UT-84010/12659601_zpid/"
"SingleFamily",1967,"8,712 sqft",4,2,"2,080","$438,892","https://www.zillow.com/homedetails/3166-S-100-E-Bountiful-UT-84010/12657702_zpid/"
"SingleFamily",1957,"6,969 sqft",3,1,"1,500","$340,370","https://www.zillow.com/homedetails/1415-S-500-E-Bountiful-UT-84010/12670107_zpid/"
"Condo",1984,NA,2,2,"924","$332,206","https://www.zillow.com/homedetails/650-Main-St-Bountiful-UT-84010/2073092373_zpid/"
"SingleFamily",1958,"9,147 sqft",3,2,"2,020","$422,173","https://www.zillow.com/homedetails/935-N-400-E-Bountiful-UT-84010/12664468_zpid/"
"SingleFamily",1958,"8,276 sqft",4,2,"2,112","$383,184","https://www.zillow.com/homedetails/1310-N-200-E-Bountiful-UT-84010/12664339_zpid/"
"Townhouse",1999,"871 sqft",3,3,"1,110","$288,176","https://www.zillow.com/homedetails/25-N-Peregrine-Ln-3-Bountiful-UT-84010/52966432_zpid/"
"SingleFamily",1970,"0.19 Acres",4,3,"2,734","$525,004","https://www.zillow.com/homedetails/2298-S-Elaine-Dr-E-Bountiful-UT-84010/2075391542_zpid/"
"SingleFamily",1978,"8,276 sqft",5,3,"3,784","$574,481","https://www.zillow.com/homedetails/3115-S-950-E-Bountiful-UT-84010/12657206_zpid/"
"SingleFamily",1954,"7,840 sqft",4,2,"2,278","$450,409","https://www.zillow.com/homedetails/86-W-1200-S-Bountiful-UT-84010/12665339_zpid/"
"SingleFamily",1975,"0.39 Acres",4,4,"3,234","$608,535","https://www.zillow.com/homedetails/3698-Monarch-Dr-Bountiful-UT-84010/91813437_zpid/"
"SingleFamily",1958,"0.33 Acres",5,2,"1,976","$442,342","https://www.zillow.com/homedetails/211-E-900-N-Bountiful-UT-84010/12664457_zpid/"
"SingleFamily",1953,"9,147 sqft",2,1,"1,225","$407,160","https://www.zillow.com/homedetails/2842-S-150-E-Bountiful-UT-84010/12671844_zpid/"
"SingleFamily",1970,"8,276 sqft",4,3,"2,734","$449,972","https://www.zillow.com/homedetails/2298-Elaine-Dr-Bountiful-UT-84010/12672645_zpid/"
"Townhouse",1971,"435 sqft",2,1,"885","$211,089","https://www.zillow.com/homedetails/1115-N-200-E-6-Bountiful-UT-84010/12664365_zpid/"
"Condo",1973,NA,2,1,"925","$202,252","https://www.zillow.com/homedetails/314-W-Center-St-APT-91-Bountiful-UT-84010/2107697088_zpid/"
"SingleFamily",1997,"9,147 sqft",5,3,"2,843","$553,730","https://www.zillow.com/homedetails/119-W-1500-N-Bountiful-UT-84010/68430073_zpid/"
"SingleFamily",1993,"0.41 Acres",5,4,"3,166","$574,166","https://www.zillow.com/homedetails/1130-S-800-E-Bountiful-UT-84010/12670045_zpid/"
"Townhouse",2014,"436 sqft",3,2,"1,798","$357,503","https://www.zillow.com/homedetails/169-E-Orchard-Pine-Loop-Bountiful-UT-84010/124777929_zpid/"
"Townhouse",1996,"0.01 Acres",3,3,"2,066","$294,435","https://www.zillow.com/homedetails/1628-S-200-W-Bountiful-UT-84010/68430136_zpid/"
